D003424	[{"id": "1538097", "name": "vedolizumab"}, {"id": "709271", "name": "certolizumab pegol"}, {"id": "847083", "name": "ustekinumab"}, {"id": "354770", "name": "natalizumab"}, {"id": "287734", "name": "methotrexate sodium"}, {"id": "327361", "name": "adalimumab"}, {"id": "267476", "name": "azathioprine sodium"}, {"id": "191831", "name": "infliximab"}, {"id": "221134", "name": "opium tincture"}, {"id": "2418", "name": "cholecalciferol"}, {"id": "10432", "name": "thalidomide"}, {"id": "1256", "name": "azathioprine"}, {"id": "7833", "name": "aminosalicylic acid"}, {"id": "2640849", "name": "adalimumab-aacf"}, {"id": "7676", "name": "opium"}, {"id": "2612153", "name": "adalimumab-bwwd"}, {"id": "2639649", "name": "adalimumab-aaty"}, {"id": "2619155", "name": "adalimumab-afzb"}, {"id": "2640387", "name": "adalimumab-aqvh"}, {"id": "2640402", "name": "adalimumab-fkjp"}, {"id": "6851", "name": "methotrexate"}, {"id": "2641642", "name": "adalimumab-adaz"}, {"id": "2103477", "name": "adalimumab-adbm"}, {"id": "2103479", "name": "adalimumab-atto"}, {"id": "1746906", "name": "obiltoxaximab"}, {"id": "2103476", "name": "infliximab-qbtx"}, {"id": "1790539", "name": "infliximab-dyyb"}, {"id": "1927283", "name": "infliximab-abda"}]
D013262	[]
D013282	[]
D012393	[{"id": "237027", "name": "loteprednol"}, {"id": "221083", "name": "sulfur, colloidal"}, {"id": "103866", "name": "metronidazole benzoate"}, {"id": "1418", "name": "benzoyl peroxide"}, {"id": "82047", "name": "metronidazole hydrochloride"}, {"id": "89767", "name": "colloid sulfur"}, {"id": "52177", "name": "loteprednol etabonate"}, {"id": "18602", "name": "azelaic acid"}, {"id": "35382", "name": "resorcinol"}, {"id": "10223", "name": "sulfur"}, {"id": "6922", "name": "metronidazole"}]
D010032	[{"id": "1598641", "name": "finafloxacin"}, {"id": "4458", "name": "flumethasone"}, {"id": "1049105", "name": "benzocaine hydrochloride"}, {"id": "235851", "name": "ciprofloxacin lactate"}, {"id": "2348", "name": "chloramphenicol"}, {"id": "2551", "name": "ciprofloxacin"}, {"id": "1399", "name": "benzocaine"}, {"id": "81981", "name": "ciprofloxacin hydrochloride"}, {"id": "47998", "name": "chloramphenicol sodium succinate"}, {"id": "20767", "name": "chloramphenicol palmitate"}, {"id": "20768", "name": "chloramphenicol stearate"}, {"id": "20769", "name": "chloramphenicol succinate"}, {"id": "25113", "name": "flumethasone pivalate"}, {"id": "17609", "name": "aluminum acetate"}, {"id": "8536", "name": "polymyxin B"}, {"id": "7623", "name": "ofloxacin"}, {"id": "168", "name": "acetic acid"}, {"id": "388", "name": "polymyxin B sulfate"}]
D013180	[{"id": "4845", "name": "glucosamine"}, {"id": "4847", "name": "glucosamine sulfate"}, {"id": "236608", "name": "glucosamine hydrochloride"}, {"id": "29787", "name": "methyl salicylate"}, {"id": "1789517", "name": "glucosamine sulfate potassium chloride"}]
D015658	[{"id": "1102287", "name": "rilpivirine hydrochloride"}, {"id": "2462459", "name": "nevirapine hemihydrate"}, {"id": "1433868", "name": "dolutegravir"}, {"id": "1306284", "name": "cobicistat"}, {"id": "N0000175520", "name": "Human Immunodeficiency Virus Protease Inhibitor"}, {"id": "1433867", "name": "dolutegravir sodium"}, {"id": "N0000175887", "name": "Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor"}, {"id": "1306286", "name": "elvitegravir"}, {"id": "N0000175463", "name": "Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor"}, {"id": "N0000175464", "name": "Human Immunodeficiency Virus 1 Non-Nucleoside and Nucleoside Analog Reverse Transcriptase Inhibitor"}, {"id": "N0000175462", "name": "Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor"}, {"id": "N0000175616", "name": "Human Immunodeficiency Virus 1 Fusion Inhibitor"}, {"id": "1235585", "name": "raltegravir potassium"}, {"id": "719872", "name": "raltegravir"}, {"id": "1102270", "name": "rilpivirine"}, {"id": "620216", "name": "maraviroc"}, {"id": "2043283", "name": "ibalizumab"}, {"id": "475969", "name": "etravirine"}, {"id": "322248", "name": "tenofovir disoproxil fumarate"}, {"id": "276237", "name": "emtricitabine"}, {"id": "190521", "name": "abacavir"}, {"id": "195085", "name": "efavirenz"}, {"id": "221052", "name": "abacavir sulfate"}, {"id": "3364", "name": "didanosine"}, {"id": "139896", "name": "enfuvirtide"}, {"id": "142152", "name": "delavirdine mesylate"}, {"id": "117466", "name": "tenofovir"}, {"id": "83816", "name": "delavirdine"}, {"id": "68244", "name": "lamivudine"}, {"id": "70223", "name": "aldesleukin"}, {"id": "59763", "name": "stavudine"}, {"id": "53654", "name": "nevirapine"}, {"id": "11413", "name": "zidovudine"}, {"id": "2380374", "name": "fostemsavir tromethamine"}, {"id": "2475076", "name": "cabotegravir sodium"}, {"id": "1999661", "name": "bictegravir sodium"}, {"id": "1999660", "name": "bictegravir"}, {"id": "2380373", "name": "fostemsavir"}, {"id": "2043313", "name": "ibalizumab-uiyk"}, {"id": "2475077", "name": "cabotegravir"}, {"id": "1721604", "name": "tenofovir alafenamide fumarate"}]
D012772	[{"id": "1010598", "name": "naloxone hydrochloride dihydrate"}, {"id": "2378841", "name": "dexamethasone acetate anhydrous"}, {"id": "314610", "name": "racepinephrine hydrochloride"}, {"id": "3992", "name": "epinephrine"}, {"id": "203180", "name": "epinephrine bitartrate"}, {"id": "203192", "name": "naloxone hydrochloride"}, {"id": "3264", "name": "dexamethasone"}, {"id": "3265", "name": "dexamethasone isonicotinate"}, {"id": "221139", "name": "phenylephrine tannate"}, {"id": "235486", "name": "dexamethasone phosphate"}, {"id": "82030", "name": "isoproterenol hydrochloride"}, {"id": "82031", "name": "isoproterenol sulfate"}, {"id": "91167", "name": "phenylephrine bitartrate"}, {"id": "48933", "name": "dexamethasone sodium phosphate"}, {"id": "22690", "name": "dexamethasone acetate"}, {"id": "22694", "name": "dexamethasone trimethyl acetate"}, {"id": "1249590", "name": "epinephrine sulfate"}, {"id": "24255", "name": "epinephryl borate"}, {"id": "7242", "name": "naloxone"}, {"id": "8163", "name": "phenylephrine"}, {"id": "8164", "name": "phenylephrine hydrochloride"}, {"id": "6054", "name": "isoproterenol"}, {"id": "362", "name": "epinephrine hydrochloride"}]
D013585	[{"id": "268872", "name": "prednisolone sodium metasulphobenzoate"}, {"id": "203189", "name": "methylprednisolone sodium succinate"}, {"id": "155323", "name": "methylprednisolone acetate"}, {"id": "62136", "name": "methylprednisolone aceponate"}, {"id": "38546", "name": "triamcinolone hexacetonide"}, {"id": "55062", "name": "prednisolone sodium phosphate"}, {"id": "55063", "name": "prednisolone sodium succinate"}, {"id": "10759", "name": "triamcinolone"}, {"id": "10761", "name": "triamcinolone acetonide"}, {"id": "10762", "name": "triamcinolone diacetate"}, {"id": "29917", "name": "methylprednisolone sodium phosphate"}, {"id": "34374", "name": "prednisolone phosphate"}, {"id": "34372", "name": "prednisolone acetate"}, {"id": "34376", "name": "prednisolone tebutate"}, {"id": "8638", "name": "prednisolone"}, {"id": "8640", "name": "prednisone"}, {"id": "6902", "name": "methylprednisolone"}]
D013224	[{"id": "5492", "name": "hydrocortisone"}, {"id": "5095", "name": "halothane"}, {"id": "3920", "name": "enflurane"}, {"id": "1363043", "name": "ethyl ether"}, {"id": "163524", "name": "hydrocortisone cypionate"}, {"id": "235483", "name": "hydrocortisone sodium succinate"}, {"id": "235482", "name": "hydrocortisone sodium phosphate"}, {"id": "103468", "name": "hydrocortisone butyrate"}, {"id": "21651", "name": "cortisol succinate"}, {"id": "41277", "name": "hydrocortisone aceponate"}, {"id": "27196", "name": "hydrocortisone probutate"}, {"id": "27197", "name": "hydrocortisone acetate"}, {"id": "27199", "name": "hydrocortisone valerate"}, {"id": "6026", "name": "isoflurane"}]
D012393	[{"id": "237027", "name": "loteprednol"}, {"id": "221083", "name": "sulfur, colloidal"}, {"id": "103866", "name": "metronidazole benzoate"}, {"id": "1418", "name": "benzoyl peroxide"}, {"id": "82047", "name": "metronidazole hydrochloride"}, {"id": "89767", "name": "colloid sulfur"}, {"id": "52177", "name": "loteprednol etabonate"}, {"id": "18602", "name": "azelaic acid"}, {"id": "35382", "name": "resorcinol"}, {"id": "10223", "name": "sulfur"}, {"id": "6922", "name": "metronidazole"}]
D000152	[{"id": "1545999", "name": "oxytetracycline anhydrous"}, {"id": "2059173", "name": "tioxolone"}, {"id": "4780", "name": "oxytetracycline hydrochloride"}, {"id": "5293", "name": "hexachlorophene"}, {"id": "236847", "name": "erythromycin stinoprate"}, {"id": "236873", "name": "tetracycline trihydrate"}, {"id": "253186", "name": "magnesium salicylate tetrahydrate"}, {"id": "4053", "name": "erythromycin"}, {"id": "4055", "name": "erythromycin estolate"}, {"id": "4056", "name": "erythromycin ethylsuccinate"}, {"id": "4058", "name": "erythromycin phosphate"}, {"id": "266974", "name": "oxytetracycline dihydrate"}, {"id": "3154", "name": "demeclocycline"}, {"id": "221083", "name": "sulfur, colloidal"}, {"id": "221175", "name": "tretinoin microsphere"}, {"id": "235418", "name": "potassium salicylate"}, {"id": "2105975", "name": "tetracycline phosphate complex"}, {"id": "142446", "name": "tetracycline hydrochloride"}, {"id": "102758", "name": "clomocycline sodium"}, {"id": "2582", "name": "clindamycin"}, {"id": "1418", "name": "benzoyl peroxide"}, {"id": "81982", "name": "clindamycin hydrochloride"}, {"id": "81993", "name": "demeclocycline hydrochloride"}, {"id": "82065", "name": "oxytetracycline calcium"}, {"id": "83947", "name": "tazarotene"}, {"id": "89767", "name": "colloid sulfur"}, {"id": "91075", "name": "clindamycin palmitate hydrochloride"}, {"id": "60223", "name": "adapalene"}, {"id": "18602", "name": "azelaic acid"}, {"id": "10395", "name": "tetracycline"}, {"id": "21235", "name": "clindamycin palmitate"}, {"id": "797272", "name": "clindamycin phosphate"}, {"id": "21272", "name": "clomocycline"}, {"id": "22656", "name": "desogestrel"}, {"id": "24346", "name": "erythromycin gluceptate"}, {"id": "24347", "name": "erythromycin lactobionate"}, {"id": "24351", "name": "erythromycin stearate"}, {"id": "10753", "name": "tretinoin"}, {"id": "31983", "name": "norethindrone acetate"}, {"id": "31984", "name": "norethindrone enanthate"}, {"id": "9907", "name": "sodium salicylate"}, {"id": "35382", "name": "resorcinol"}, {"id": "7821", "name": "oxytetracycline"}, {"id": "9522", "name": "salicylate"}, {"id": "9525", "name": "salicylic acid"}, {"id": "10223", "name": "sulfur"}, {"id": "7514", "name": "norethindrone"}, {"id": "2059038", "name": "sarecycline hydrochloride"}, {"id": "2205637", "name": "trifarotene"}, {"id": "6979", "name": "minocycline hydrochloride"}, {"id": "2059018", "name": "sarecycline"}, {"id": "6980", "name": "minocycline"}, {"id": "6064", "name": "isotretinoin"}, {"id": "2606543", "name": "silver"}]
D000172	[{"id": "278739", "name": "pegvisomant"}, {"id": "221130", "name": "octreotide acetate"}, {"id": "236167", "name": "lanreotide acetate"}, {"id": "142426", "name": "bromocriptine mesylate"}, {"id": "1760", "name": "bromocriptine"}, {"id": "68092", "name": "lanreotide"}, {"id": "7617", "name": "octreotide"}]
D016889	[{"id": "1545988", "name": "cyclophosphamide anhydrous"}, {"id": "203217", "name": "leuprolide acetate"}, {"id": "3002", "name": "cyclophosphamide"}, {"id": "221085", "name": "cyclophosphamide lyophilized"}, {"id": "40048", "name": "carboplatin"}, {"id": "42375", "name": "leuprolide"}, {"id": "1000112", "name": "medroxyprogesterone acetate"}, {"id": "29451", "name": "megestrol acetate"}, {"id": "2595041", "name": "leuprolide mesylate"}, {"id": "6691", "name": "medroxyprogesterone"}, {"id": "6703", "name": "megestrol"}, {"id": "2539968", "name": "dostarlimab-gxly"}, {"id": "2539967", "name": "dostarlimab"}]
D008881	[{"id": "860189", "name": "onabotulinumtoxinA"}, {"id": "360288", "name": "eletriptan hydrobromide"}, {"id": "322249", "name": "frovatriptan succinate"}, {"id": "283792", "name": "almotriptan malate"}, {"id": "236680", "name": "dihydroergotamine tartrate"}, {"id": "236690", "name": "naratriptan hydrochloride"}, {"id": "237082", "name": "rizatriptan benzoate"}, {"id": "4025", "name": "ergotamine"}, {"id": "279645", "name": "almotriptan"}, {"id": "203176", "name": "dihydroergotamine mesylate"}, {"id": "228783", "name": "frovatriptan"}, {"id": "231049", "name": "eletriptan"}, {"id": "3418", "name": "dihydroergotamine"}, {"id": "135775", "name": "zolmitriptan"}, {"id": "141366", "name": "naratriptan"}, {"id": "88014", "name": "rizatriptan"}, {"id": "67158", "name": "sumatriptan succinate"}, {"id": "37418", "name": "sumatriptan"}, {"id": "42676", "name": "ergotamine tartrate"}, {"id": "2571813", "name": "atogepant"}, {"id": "2198973", "name": "eletriptan hydrobromide monohydrate"}, {"id": "2282322", "name": "rimegepant sulfate"}, {"id": "2268216", "name": "ubrogepant"}, {"id": "2282307", "name": "rimegepant"}]
D011018	[{"id": "402429", "name": "gemifloxacin mesylate"}, {"id": "138099", "name": "gemifloxacin"}]
D000775	[]
D000086722	[]
D000080223	[]
D011018	[{"id": "402429", "name": "gemifloxacin mesylate"}, {"id": "138099", "name": "gemifloxacin"}]
D013313	[{"id": "1311626", "name": "paroxetine hydrochloride anhydrous"}, {"id": "746070", "name": "lithium aspartate"}, {"id": "436212", "name": "paroxetine mesylate"}, {"id": "1298842", "name": "paroxetine hydrochloride, hemihydrate"}, {"id": "1298832", "name": "lithium hydroxide monohydrate"}, {"id": "155137", "name": "sertraline hydrochloride"}, {"id": "235830", "name": "paroxetine hydrochloride"}, {"id": "236082", "name": "nefazodone hydrochloride"}, {"id": "91119", "name": "tranylcypromine sulfate"}, {"id": "2002", "name": "carbamazepine"}, {"id": "36437", "name": "sertraline"}, {"id": "52105", "name": "lithium citrate"}, {"id": "42351", "name": "lithium carbonate"}, {"id": "10734", "name": "tranylcypromine"}, {"id": "28815", "name": "lithium orotate"}, {"id": "31565", "name": "nefazodone"}, {"id": "32937", "name": "paroxetine"}, {"id": "6448", "name": "lithium"}]
